conv_id	turn_id	topic	head	relation	tail
mixed_1Q84_Great_Expectations	8	1Q84	1Q84	P577	YEAR::2006
mixed_1Q84_Great_Expectations	9	Great Expectations	Great Expectations	<UNK>	London;Kent
mixed_1Q84_Pride_and_Prejudice	0	1Q84	1Q84	P50	Haruki Murakami
mixed_1Q84_Pride_and_Prejudice	1	Pride and Prejudice	Pride and Prejudice	P50	Jane Austen
mixed_1Q84_Pride_and_Prejudice	2	1Q84	1Q84	P27	Japan
mixed_1Q84_Pride_and_Prejudice	3	Pride and Prejudice	Pride and Prejudice	P577	27 January 1813
mixed_1Q84_Pride_and_Prejudice	4	1Q84	1Q84	P166	Kafka on the shore
mixed_1Q84_Pride_and_Prejudice	5	Pride and Prejudice	Pride and Prejudice	<UNK>	Elizabeth Bennet
mixed_1Q84_Pride_and_Prejudice	6	1Q84	1Q84	P50	BOOL::Yes
mixed_1Q84_Pride_and_Prejudice	7	Pride and Prejudice	Pride and Prejudice	<UNK>	Fitzwilliam Darcy
mixed_1Q84_Pride_and_Prejudice	8	1Q84	1Q84	P577	YEAR::2006
mixed_1Q84_Pride_and_Prejudice	9	Pride and Prejudice	Pride and Prejudice	<UNK>	Mansfield Park
mixed_1Q84_The_Beach	0	1Q84	1Q84	<UNK>	Haruki Murakami
mixed_1Q84_The_Beach	1	The Beach	The Beach	<UNK>	Alex Garland
mixed_1Q84_The_Beach	2	1Q84	1Q84	P27	Japan
mixed_1Q84_The_Beach	3	The Beach	The Beach	<UNK>	1 September 1935
mixed_1Q84_The_Beach	4	1Q84	1Q84	P166	Kafka on the shore
mixed_1Q84_The_Beach	5	The Beach	The Beach	<UNK>	London
mixed_1Q84_The_Beach	6	1Q84	1Q84	P166	BOOL::Yes
mixed_1Q84_The_Beach	7	The Beach	The Beach	<UNK>	BOOL::No
mixed_1Q84_The_Beach	8	1Q84	1Q84	P577	YEAR::2006
mixed_1Q84_The_Beach	9	The Beach	The Beach	<UNK>	cartoonist
mixed_1Q84_The_Dwarves	0	1Q84	1Q84	P50	Haruki Murakami
mixed_1Q84_The_Dwarves	1	The Dwarves	The Dwarves	P50_reverse	YEAR::2003
mixed_1Q84_The_Dwarves	2	1Q84	1Q84	P27	Japan
mixed_1Q84_The_Dwarves	3	The Dwarves	The Dwarves	P1476	The War of the Dwarves
mixed_1Q84_The_Dwarves	4	1Q84	1Q84	P166	Kafka on the shore
mixed_1Q84_The_Dwarves	5	The Dwarves	The Dwarves	P50	Markus Heitz
mixed_1Q84_The_Dwarves	6	1Q84	1Q84	P166	BOOL::Yes
mixed_1Q84_The_Dwarves	7	The Dwarves	The Dwarves	P50	Homburg
mixed_1Q84_The_Dwarves	8	1Q84	1Q84	P577	YEAR::2006
mixed_1Q84_The_Dwarves	9	The Dwarves	The Dwarves	P577	10 October 1971
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	0	1Q84	1Q84	P50	Haruki Murakami
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	1	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Douglas Adams
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	2	1Q84	1Q84	P27	Japan
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	3	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::No
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	4	1Q84	1Q84	P166	Kafka on the shore
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	5	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	P50	Eoin Colfer
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	6	1Q84	1Q84	P166	BOOL::Yes
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	7	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Artemis Fowl
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	8	1Q84	1Q84	P577	YEAR::2006
mixed_1Q84_The_Hitchhiker's_Guide_to_the_Galaxy	9	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::Yes
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	1	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	P50	Ken Kesey
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	2	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	3	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	P577	YEAR::1962
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	4	Harry Potter	Harry Potter	<UNK>	Joanne Kathleen
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	5	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	<UNK>	Oregon
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	6	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	7	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	<UNK>	BOOL::Yes
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	8	Harry Potter	Harry Potter	P1476	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_One_Flew_Over_the_Cuckoo's_Nest	9	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	<UNK>	BOOL::Yes
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	1	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	2	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	3	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P50	J.K. Rowling
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	4	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	5	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P1476	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	6	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	7	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	8	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_Harry_Potter_and_the_Philosophers_Stone	9	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Charlotte's_Web_Harry_Potter	0	Charlotte's Web	Charlotte's Web	<UNK>	E. B. White
mixed_Charlotte's_Web_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Charlotte's_Web_Harry_Potter	2	Charlotte's Web	Charlotte's Web	<UNK>	spider
mixed_Charlotte's_Web_Harry_Potter	3	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Charlotte's_Web_Harry_Potter	4	Charlotte's Web	Charlotte's Web	<UNK>	pig
mixed_Charlotte's_Web_Harry_Potter	5	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Charlotte's_Web_Harry_Potter	6	Charlotte's Web	Charlotte's Web	<UNK>	children's novel;fairy tale
mixed_Charlotte's_Web_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Charlotte's_Web_Harry_Potter	8	Charlotte's Web	Charlotte's Web	P50	11 July 1899
mixed_Charlotte's_Web_Harry_Potter	9	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_Ready_Player_One	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_Ready_Player_One	1	Ready Player One	Ready Player One	<UNK>	Ernest Cline
mixed_Harry_Potter_Ready_Player_One	2	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Harry_Potter_Ready_Player_One	3	Ready Player One	Ready Player One	<UNK>	science fiction novel
mixed_Harry_Potter_Ready_Player_One	4	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Harry_Potter_Ready_Player_One	5	Ready Player One	Ready Player One	<UNK>	Ready Player One was made into a movie.
mixed_Harry_Potter_Ready_Player_One	6	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Harry_Potter_Ready_Player_One	7	Ready Player One	Ready Player One	P123	Crown Publishing Group
mixed_Harry_Potter_Ready_Player_One	8	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_Ready_Player_One	9	Ready Player One	Ready Player One	P166	Ready Player One won the Promethus Award.
mixed_Harry_Potter_To_Kill_a_Mockingbird	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_To_Kill_a_Mockingbird	1	To Kill a Mockingbird	To Kill a Mockingbird	P166	BOOL::Yes
mixed_Harry_Potter_To_Kill_a_Mockingbird	2	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Harry_Potter_To_Kill_a_Mockingbird	3	To Kill a Mockingbird	To Kill a Mockingbird	P577	YEAR::1961
mixed_Harry_Potter_To_Kill_a_Mockingbird	4	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Harry_Potter_To_Kill_a_Mockingbird	5	To Kill a Mockingbird	To Kill a Mockingbird	P136	Fiction
mixed_Harry_Potter_To_Kill_a_Mockingbird	6	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Harry_Potter_To_Kill_a_Mockingbird	7	To Kill a Mockingbird	To Kill a Mockingbird	<UNK>	Harper Lee
mixed_Harry_Potter_To_Kill_a_Mockingbird	8	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_To_Kill_a_Mockingbird	9	To Kill a Mockingbird	To Kill a Mockingbird	P166	BOOL::Yes
mixed_Harry_Potter_The_Lord_Of_The_Rings	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_The_Lord_Of_The_Rings	1	The Lord Of The Rings	The Lord Of The Rings	P50_reverse	The Fellowship Of The Ring
mixed_Harry_Potter_The_Lord_Of_The_Rings	2	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Harry_Potter_The_Lord_Of_The_Rings	3	The Lord Of The Rings	The Lord Of The Rings	P50_reverse	COUNT::3
mixed_Harry_Potter_The_Lord_Of_The_Rings	4	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Harry_Potter_The_Lord_Of_The_Rings	5	The Lord Of The Rings	The Lord Of The Rings	P50	Bloemfontein
mixed_Harry_Potter_The_Lord_Of_The_Rings	6	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Harry_Potter_The_Lord_Of_The_Rings	7	The Lord Of The Rings	The Lord Of The Rings	<UNK>	Edith Tolkien
mixed_Harry_Potter_The_Lord_Of_The_Rings	8	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_The_Lord_Of_The_Rings	9	The Lord Of The Rings	The Lord Of The Rings	P50	BOOL::No
mixed_Foundation_Harry_Potter	0	Foundation	Foundation	P50	Isaac Asimov
mixed_Foundation_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Foundation_Harry_Potter	2	Foundation	Foundation	P577	YEAR::1951
mixed_Foundation_Harry_Potter	3	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Foundation_Harry_Potter	4	Foundation	Foundation	<UNK>	BOOL::Yes
mixed_Foundation_Harry_Potter	5	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Foundation_Harry_Potter	6	Foundation	Foundation	<UNK>	Foundation and Empire
mixed_Foundation_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Foundation_Harry_Potter	8	Foundation	Foundation	<UNK>	BOOL::No
mixed_Foundation_Harry_Potter	9	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Eragon_Harry_Potter	0	Eragon	Eragon	P136	young adult literature;speculative fiction novel
mixed_Eragon_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Eragon_Harry_Potter	2	Eragon	Eragon	P50	Christopher Paolini
mixed_Eragon_Harry_Potter	3	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Eragon_Harry_Potter	4	Eragon	Eragon	P577	17 November 1983
mixed_Eragon_Harry_Potter	5	Harry Potter	Harry Potter	<UNK>	Joanne Kathleen
mixed_Eragon_Harry_Potter	6	Eragon	Eragon	P577	26 August 2003
mixed_Eragon_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Eragon_Harry_Potter	8	Eragon	Eragon	<UNK>	Alfred A. Knopf
mixed_Eragon_Harry_Potter	9	Harry Potter	Harry Potter	P1476	Harry Potter and the Prisoner of Azkaban
mixed_Agatha_Christie_Harry_Potter	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Agatha_Christie_Harry_Potter	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_Harry_Potter	3	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Agatha_Christie_Harry_Potter	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_Harry_Potter	5	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Agatha_Christie_Harry_Potter	6	Agatha Christie	Agatha Christie	P50_reverse	The Body in the Library
mixed_Agatha_Christie_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Agatha_Christie_Harry_Potter	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_Harry_Potter	9	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	2	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	4	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	6	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	8	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Harry_Potter_IT	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_IT	1	IT	IT	<UNK>	IT
mixed_Harry_Potter_IT	2	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Harry_Potter_IT	3	IT	IT	<UNK>	Derry
mixed_Harry_Potter_IT	4	Harry Potter	Harry Potter	<UNK>	Joanne Kathleen
mixed_Harry_Potter_IT	5	IT	IT	<UNK>	Bill Denbrough
mixed_Harry_Potter_IT	6	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Harry_Potter_IT	7	IT	IT	<UNK>	Eddie Kapsbrack
mixed_Harry_Potter_IT	8	Harry Potter	Harry Potter	P1476	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_IT	9	IT	IT	<UNK>	Henry Bowers
mixed_Harry_Potter_The_Witcher	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_The_Witcher	1	The Witcher	The Witcher	P577	YEAR::1986
mixed_Harry_Potter_The_Witcher	2	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Harry_Potter_The_Witcher	3	The Witcher	The Witcher	<UNK>	YEAR::2007
mixed_Harry_Potter_The_Witcher	4	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Harry_Potter_The_Witcher	5	The Witcher	The Witcher	<UNK>	Doug Cockle
mixed_Harry_Potter_The_Witcher	6	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Harry_Potter_The_Witcher	7	The Witcher	The Witcher	<UNK>	BOOL::Yes
mixed_Harry_Potter_The_Witcher	8	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_The_Witcher	9	The Witcher	The Witcher	<UNK>	Cirilla Fiona Elen Riannon
mixed_Harry_Potter_Watership_Down	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_Watership_Down	1	Watership Down	Watership Down	P50	Richard Adams
mixed_Harry_Potter_Watership_Down	2	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Harry_Potter_Watership_Down	3	Watership Down	Watership Down	P27	England
mixed_Harry_Potter_Watership_Down	4	Harry Potter	Harry Potter	P50	Joanne Kathleen
mixed_Harry_Potter_Watership_Down	5	Watership Down	Watership Down	P50	9 May 1920
mixed_Harry_Potter_Watership_Down	6	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Harry_Potter_Watership_Down	7	Watership Down	Watership Down	P50	Newbury
mixed_Harry_Potter_Watership_Down	8	Harry Potter	Harry Potter	P1476	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_Watership_Down	9	Watership Down	Watership Down	<UNK>	Berkshire
mixed_Bulgakov_Harry_Potter	0	Bulgakov	Bulgakov	P50	Mikhail Bulgakov
mixed_Bulgakov_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Bulgakov_Harry_Potter	2	Bulgakov	Bulgakov	P577	YEAR::1891
mixed_Bulgakov_Harry_Potter	3	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Bulgakov_Harry_Potter	4	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_Harry_Potter	5	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Bulgakov_Harry_Potter	6	Bulgakov	Bulgakov	P50	Mikhail Lermontov
mixed_Bulgakov_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Bulgakov_Harry_Potter	8	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_Harry_Potter	9	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	1	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Sir Arthur Conan Doyle
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	2	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	3	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Sherlock Holmes
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	4	Harry Potter	Harry Potter	P50	Joanne Kathleen
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	5	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Dr. John Watson
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	6	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	7	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Memoirs of Sherlock Holmes
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	8	Harry Potter	Harry Potter	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_The_Hound_of_the_Baskervilles	9	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Return of Sherlock Holmes
mixed_Harry_Potter_The_Great_Gatsby	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_The_Great_Gatsby	1	The Great Gatsby	The Great Gatsby	<UNK>	The Great Gatsby
mixed_Harry_Potter_The_Great_Gatsby	2	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Harry_Potter_The_Great_Gatsby	3	The Great Gatsby	The Great Gatsby	<UNK>	F. Scott Fitzgerald
mixed_Harry_Potter_The_Great_Gatsby	4	Harry Potter	Harry Potter	P50	Joanne Kathleen
mixed_Harry_Potter_The_Great_Gatsby	5	The Great Gatsby	The Great Gatsby	<UNK>	BOOL::No
mixed_Harry_Potter_The_Great_Gatsby	6	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Harry_Potter_The_Great_Gatsby	7	The Great Gatsby	The Great Gatsby	P50	Zelda Fitzgerald
mixed_Harry_Potter_The_Great_Gatsby	8	Harry Potter	Harry Potter	P1476	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_The_Great_Gatsby	9	The Great Gatsby	The Great Gatsby	<UNK>	Frances Scott Fitzgerald
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	0	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	P50	Mark Twain
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	2	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	BOOL::Yes
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	3	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	4	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Mississippi River
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	5	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	6	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Chatto & Windus
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	8	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Huckleberry Finn
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter	9	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_The_Stand	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_The_Stand	1	The Stand	The Stand	P50	Stephen King
mixed_Harry_Potter_The_Stand	2	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Harry_Potter_The_Stand	3	The Stand	The Stand	P136	post-apocalyptic;horror
mixed_Harry_Potter_The_Stand	4	Harry Potter	Harry Potter	<UNK>	Joanne Kathleen
mixed_Harry_Potter_The_Stand	5	The Stand	The Stand	P577	YEAR::1978
mixed_Harry_Potter_The_Stand	6	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Harry_Potter_The_Stand	7	The Stand	The Stand	<UNK>	Doubleday
mixed_Harry_Potter_The_Stand	8	Harry Potter	Harry Potter	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_The_Stand	9	The Stand	The Stand	<UNK>	Captain Trips
mixed_Ender's_Game_Harry_Potter	0	Ender's Game	Ender's Game	P577	YEAR::1985
mixed_Ender's_Game_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Ender's_Game_Harry_Potter	2	Ender's Game	Ender's Game	P50	Orson Scott Card
mixed_Ender's_Game_Harry_Potter	3	Harry Potter	Harry Potter	P577	YEAR::1997
mixed_Ender's_Game_Harry_Potter	4	Ender's Game	Ender's Game	P136	science fiction
mixed_Ender's_Game_Harry_Potter	5	Harry Potter	Harry Potter	<UNK>	Joanne Kathleen
mixed_Ender's_Game_Harry_Potter	6	Ender's Game	Ender's Game	<UNK>	BOOL::Yes
mixed_Ender's_Game_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	BOOL::Yes
mixed_Ender's_Game_Harry_Potter	8	Ender's Game	Ender's Game	P50_reverse	COUNT::6
mixed_Ender's_Game_Harry_Potter	9	Harry Potter	Harry Potter	P1476	Harry Potter and the Prisoner of Azkaban
mixed_Digital_Fortress_Harry_Potter	0	Digital Fortress	Digital Fortress	P50_reverse	Digital Fortress
mixed_Digital_Fortress_Harry_Potter	1	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Digital_Fortress_Harry_Potter	2	Digital Fortress	Digital Fortress	P577	YEAR::1998
mixed_Digital_Fortress_Harry_Potter	3	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Digital_Fortress_Harry_Potter	4	Digital Fortress	Digital Fortress	<UNK>	Seville
mixed_Digital_Fortress_Harry_Potter	5	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Digital_Fortress_Harry_Potter	6	Digital Fortress	Digital Fortress	<UNK>	BOOL::Yes
mixed_Digital_Fortress_Harry_Potter	7	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Digital_Fortress_Harry_Potter	8	Digital Fortress	Digital Fortress	<UNK>	National Security Agency
mixed_Digital_Fortress_Harry_Potter	9	Harry Potter	Harry Potter	P50_reverse	COUNT::7
mixed_Harry_Potter_The_Suicide_Prince	0	Harry Potter	Harry Potter	P50	J. K. Rowling
mixed_Harry_Potter_The_Suicide_Prince	1	The Suicide Prince	The Suicide Prince	<UNK>	BOOL::Yes
mixed_Harry_Potter_The_Suicide_Prince	2	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Philosopher's Stone
mixed_Harry_Potter_The_Suicide_Prince	3	The Suicide Prince	The Suicide Prince	<UNK>	Mr. Mercedes
mixed_Harry_Potter_The_Suicide_Prince	4	Harry Potter	Harry Potter	P50_reverse	Harry Potter and the Deathly Hallows
mixed_Harry_Potter_The_Suicide_Prince	5	The Suicide Prince	The Suicide Prince	P577	YEAR::2015
mixed_Harry_Potter_The_Suicide_Prince	6	Harry Potter	Harry Potter	<UNK>	Hermione Granger
mixed_Harry_Potter_The_Suicide_Prince	7	The Suicide Prince	The Suicide Prince	P50	Portland
